id_venda,data_venda,filial,vendedor,produto,quantidade,valor_unitario,valor_total
176,2026-03-16,Porto Alegre - Centro,Ana Pereira,Suplemento E,8,120.0,960.0
177,2026-04-16,Porto Alegre - Centro,Ana Pereira,Suplemento E,8,120.0,960.0
178,2026-04-16,Eldorado do Sul,Fernanda Lima,Higiene D,4,15.3,61.2
179,2026-07-28,Gravataí,João Silva,Cosmético C,7,89.9,629.3
180,2026-04-03,Canoas,Camila Ferreira,Medicamento F,6,32.7,196.2
181,2026-03-30,Porto Alegre - Zona Sul,Larissa Gomes,Cosmético C,2,89.9,179.8
182,2026-05-12,Porto Alegre - Zona Sul,Lucas Rodrigues,Cosmético C,8,89.9,719.2
183,2026-07-06,Eldorado do Sul,Lucas Rodrigues,Higiene D,6,15.3,91.8
184,2026-05-27,Canoas,Carlos Souza,Cosmético C,4,89.9,359.6
185,2026-05-22,Gravataí,Juliana Costa,Cosmético C,8,89.9,719.2
186,2026-06-10,São Leopoldo,Fernanda Lima,Higiene D,6,15.3,91.8
187,2026-06-27,Porto Alegre - Zona Sul,Larissa Gomes,Medicamento B,7,45.5,318.5
188,2019-13-45,Canoas,Maria Oliveira,Medicamento B,2,45.5,91.0
189,2026-06-05,São Leopoldo,Larissa Gomes,Medicamento B,10,45.5,455.0
190,2026-05-08,Gravataí,Carlos Souza,Suplemento E,4,120.0,480.0
191,2026-07-11,Canoas,Carlos Souza,Medicamento A,8,25.9,207.2
192,2026-03-03,Eldorado do Sul,Lucas Rodrigues,Medicamento F,6,32.7,196.2
193,2026-07-16,Porto Alegre - Zona Sul,Carlos Souza,Medicamento A,9,25.9,233.1
194,2026-03-22,Porto Alegre - Centro,Larissa Gomes,Medicamento A,4,25.9,103.6
195,2026-05-16,Canoas,Maria Oliveira,Suplemento E,10,,1200.0
196,2026-07-22,Eldorado do Sul,Camila Ferreira,Medicamento A,3,25.9,77.7
197,2026-06-19,Eldorado do Sul,Pedro Santos,Medicamento A,6,25.9,155.4
198,2026-05-08,Porto Alegre - Centro,Maria Oliveira,Higiene D,5,15.3,76.5
199,2026-07-18,Gravataí,Camila Ferreira,Medicamento F,6,32.7,196.2
200,2026-02-06,Porto Alegre - Centro,João Silva,Higiene D,4,,61.2
201,2026-02-22,Eldorado do Sul,Rafael Almeida,Higiene D,1,15.3,15300.0
202,2026-03-14,Eldorado do Sul,Larissa Gomes,Medicamento F,7,32.7,228.9
203,2026-04-14,Porto Alegre - Centro,Camila Ferreira,Medicamento A,4,25.9,103.6
204,2026-02-22,São Leopoldo,Bruno Carvalho,Medicamento B,6,45.5,273.0
205,2026-03-23,Porto Alegre - Centro,Larissa Gomes,Medicamento B,1,45.5,45.5
206,2026-03-17,Canoas,Carlos Souza,Cosmético C,2,89.9,179.8
207,2026-01-24,Porto Alegre - Zona Sul,Ana Pereira,Medicamento A,1,25.9,25.9
208,2026-07-07,Gravataí,Pedro Santos,Higiene D,7,15.3,107.1
209,2026-07-17,ELDORADO DO SUL  ,Maria Oliveira,Medicamento A,4,25.9,1103.59
210,2026-04-26,Canoas,Pedro Santos,Suplemento E,7,120.0,840.0
211,2026-02-02,Porto Alegre - Centro,Ana Pereira,Higiene D,1,15.3,15.3
212,2026-06-02,Porto Alegre - Centro,Camila Ferreira,Medicamento B,10,45.5,455.0
213,2026-02-25,Canoas,Fernanda Lima,Medicamento F,6,32.7,196.2
214,2026-07-22,São Leopoldo,João Silva,Suplemento E,9,120.0,1080.0
215,2026-02-24,Eldorado do Sul,Fernanda Lima,Cosmético C,3,89.9,269.7
216,2026-01-13,Porto Alegre - Centro,Pedro Santos,Suplemento E,6,120.0,720.0
217,2026-05-17,São Leopoldo,Ana Pereira,Medicamento B,7,45.5,318.5
218,2026-04-28,Porto Alegre - Zona Sul,Ana Pereira,Higiene D,9,15.3,137.7
219,2026-07-09,São Leopoldo,João Silva,Medicamento A,3,25.9,77.7
220,2026-07-29,Canoas,Juliana Costa,Medicamento A,4,25.9,103.6
221,2026-06-17,São Leopoldo,Fernanda Lima,Higiene D,10,15.3,153.0
222,2026-01-26,São Leopoldo,Juliana Costa,Medicamento B,6,45.5,273.0
223,2026-07-13,Gravataí,Maria Oliveira,Cosmético C,4,89.9,359.6
224,2019-13-45,Porto Alegre - Zona Sul,João Silva,Suplemento E,3,120.0,360.0
225,2026-06-21,Eldorado do Sul,Maria Oliveira,Suplemento E,9,120.0,1080.0
226,2026-05-10,Eldorado do Sul,Bruno Carvalho,Medicamento A,5,25.9,129.5
227,2026-04-05,São Leopoldo,Larissa Gomes,Medicamento A,8,25.9,207.2
228,2026-04-24,Gravataí,Pedro Santos,Medicamento F,4,32.7,130.8
229,2026-07-17,Gravataí,Larissa Gomes,Higiene D,7,15.3,107.1
230,2026-05-23,Porto Alegre - Centro,Camila Ferreira,Cosmético C,3,89.9,269.7
231,2026-02-09,São Leopoldo,Fernanda Lima,Medicamento A,10,25.9,259.0
232,2026-05-28,Porto Alegre - Zona Sul,,Medicamento A,-9,25.9,233.1
233,2026-02-08,Porto Alegre - Zona Sul,Camila Ferreira,Medicamento F,1,32.7,32.7
234,2026-05-30,Canoas,Bruno Carvalho,Medicamento F,5,32.7,163.5
235,2026-04-17,Porto Alegre - Centro,Ana Pereira,Suplemento E,8,120.0,960000.0
236,2026-04-09,Eldorado do Sul,Carlos Souza,Higiene D,8,15.3,122.4
237,2026-05-10,SÃO LEOPOLDO  ,Juliana Costa,Cosmético C,2,89.9,179.8
238,2026-01-18,Eldorado do Sul,Juliana Costa,Cosmético C,5,89.9,449.5
239,2026-04-21,Porto Alegre - Zona Sul,Ana Pereira,Cosmético C,6,89.9,539.4
240,2026-01-25,Porto Alegre - Centro,Bruno Carvalho,Higiene D,4,15.3,61.2
241,2026-06-12,Canoas,Larissa Gomes,Medicamento B,2,45.5,91.0
242,2026-01-29,Porto Alegre - Centro,Larissa Gomes,Suplemento E,1,120.0,120.0
243,2026-07-17,Gravataí,Larissa Gomes,Medicamento F,2,32.7,65.4
244,2026-01-27,Porto Alegre - Centro,Camila Ferreira,Medicamento F,8,32.7,261.6
245,2026-01-24,Porto Alegre - Zona Sul,Maria Oliveira,Suplemento E,7,120.0,840.0
246,2026-05-10,Porto Alegre - Centro,Bruno Carvalho,Suplemento E,3,120.0,360.0
247,2026-03-16,São Leopoldo,Pedro Santos,Higiene D,9,15.3,137.7
248,2026-02-27,Porto Alegre - Centro,Juliana Costa,Medicamento A,4,25.9,103.6
249,2026-06-05,Porto Alegre - Zona Sul,Carlos Souza,Cosmético C,9,89.9,809.1
250,2026-05-12,Porto Alegre - Centro,Bruno Carvalho,Medicamento A,7,25.9,181.3
251,2026-04-15,Canoas,Larissa Gomes,Medicamento B,1,45.5,45.5
252,2026-07-24,Porto Alegre - Zona Sul,Lucas Rodrigues,Medicamento B,3,45.5,136.5
253,2026-05-28,Canoas,Camila Ferreira,Medicamento A,6,25.9,155.4
254,2026-02-02,Eldorado do Sul,João Silva,Medicamento F,9,32.7,294.3
255,2026-07-23,Eldorado do Sul,Rafael Almeida,Medicamento B,3,45.5,136.5
256,2026-03-12,Canoas,Maria Oliveira,Medicamento F,4,32.7,130.8
257,2026-02-05,São Leopoldo,Maria Oliveira,Medicamento B,4,45.5,182.0
258,2026-06-08,São Leopoldo,Carlos Souza,Suplemento E,7,120.0,840.0
259,2026-01-25,São Leopoldo,Larissa Gomes,Medicamento A,7,25.9,181.3
260,2026-06-07,Gravataí,Pedro Santos,Higiene D,3,15.3,45.9
261,2026-03-26,Porto Alegre - Centro,Fernanda Lima,Suplemento E,10,120.0,1200.0
262,2026-04-13,Porto Alegre - Centro,Camila Ferreira,Cosmético C,1,89.9,89.9
263,2026-05-07,Porto Alegre - Centro,Carlos Souza,Medicamento F,3,32.7,98.1
264,2026-06-29,Canoas,Maria Oliveira,Cosmético C,5,89.9,449.5
265,2026-04-16,São Leopoldo,Fernanda Lima,Medicamento B,6,45.5,273.0
266,2026-05-24,Eldorado do Sul,Camila Ferreira,Medicamento A,10,25.9,259.0
267,2026-03-09,Eldorado do Sul,Larissa Gomes,Suplemento E,2,120.0,240.0
268,2026-05-22,Gravataí,Lucas Rodrigues,Cosmético C,6,89.9,539.4
269,2026-04-10,Eldorado do Sul,Fernanda Lima,Higiene D,1,15.3,15.3
270,2026-05-11,Canoas,Maria Oliveira,Medicamento B,3,45.5,136.5
271,2026-01-18,Porto Alegre - Zona Sul,Juliana Costa,Medicamento B,6,45.5,273.0
272,2026-04-08,Canoas,João Silva,Medicamento A,10,25.9,259.0
273,2026-05-15,Canoas,Lucas Rodrigues,Medicamento F,8,32.7,261.6
274,2026-02-13,Gravataí,,Medicamento A,6,25.9,155.4
275,2026-03-07,Porto Alegre - Zona Sul,Carlos Souza,Medicamento A,1,25.9,25.9
276,2026-05-12,Gravataí,Maria Oliveira,Higiene D,6,15.3,91.8
277,2026-07-13,Porto Alegre - Zona Sul,Ana Pereira,Suplemento E,6,120.0,720.0
278,2026-02-06,Eldorado do Sul,Carlos Souza,Higiene D,8,15.3,122.4
279,2026-01-08,Canoas,Juliana Costa,Higiene D,6,15.3,91.8
280,2026-01-28,Porto Alegre - Zona Sul,Lucas Rodrigues,Higiene D,8,15.3,122.4
281,2026-07-27,Eldorado do Sul,Larissa Gomes,Higiene D,2,15.3,30.6
282,2026-04-19,Porto Alegre - Zona Sul,Rafael Almeida,Suplemento E,10,120.0,1200.0
283,2026-01-12,São Leopoldo,Lucas Rodrigues,Medicamento B,5,45.5,227.5
284,2026-01-07,Porto Alegre - Centro,Ana Pereira,Suplemento E,5,120.0,600.0
285,2026-01-08,Porto Alegre - Centro,João Silva,Suplemento E,1,120.0,120.0
286,2026-01-30,Eldorado do Sul,Camila Ferreira,Suplemento E,6,120.0,720.0
287,2026-03-11,Canoas,Fernanda Lima,Higiene D,4,15.3,61.2
288,2026-01-03,Porto Alegre - Centro,Lucas Rodrigues,Cosmético C,9,89.9,809.1
289,2026-02-06,Gravataí,Bruno Carvalho,Medicamento B,1,45.5,45.5
290,2026-03-11,Eldorado do Sul,Camila Ferreira,Suplemento E,3,120.0,360.0
291,2026-04-04,Eldorado do Sul,Pedro Santos,Suplemento E,3,120.0,360.0
292,2026-04-30,Canoas,Fernanda Lima,Medicamento F,6,32.7,196.2
293,2026-01-19,São Leopoldo,João Silva,Cosmético C,8,89.9,719.2
294,2026-03-17,Canoas,Rafael Almeida,Suplemento E,9,120.0,1080.0
295,2026-06-13,Eldorado do Sul,Fernanda Lima,Medicamento B,8,45.5,364.0
296,2026-04-27,Eldorado do Sul,Ana Pereira,Medicamento F,5,32.7,163.5
297,2026-02-24,Canoas,Juliana Costa,Higiene D,6,15.3,91.8
298,2026-06-02,Eldorado do Sul,Fernanda Lima,Suplemento E,9,120.0,1080.0
299,2026-06-20,Eldorado do Sul,Larissa Gomes,Medicamento F,6,32.7,196.2
300,2026-04-11,Gravataí,Camila Ferreira,Suplemento E,1,120.0,120.0
301,2026-07-30,Canoas,Maria Oliveira,Medicamento A,7,25.9,181.3
302,2026-01-04,Eldorado do Sul,Rafael Almeida,Medicamento A,7,25.9,181.3
303,2026-01-24,Canoas,Juliana Costa,Higiene D,8,15.3,122.4
304,2026-06-11,Porto Alegre - Zona Sul,Carlos Souza,Medicamento F,8,32.7,261.6
305,2026-04-19,Porto Alegre - Zona Sul,Pedro Santos,Higiene D,3,15.3,45.9
306,2026-06-12,Gravataí,Pedro Santos,Cosmético C,4,89.9,359.6
307,2026-07-09,Porto Alegre - Centro,Ana Pereira,Medicamento A,10,25.9,259.0
308,2026-07-06,Eldorado do Sul,Lucas Rodrigues,Medicamento B,5,45.5,227.5
309,2026-02-24,Gravataí,Pedro Santos,Medicamento A,9,25.9,233.1
310,2026-01-22,São Leopoldo,Fernanda Lima,Suplemento E,2,120.0,240.0
311,2026-02-25,Canoas,Lucas Rodrigues,Medicamento A,9,25.9,233.1
312,2026-06-29,Canoas,Pedro Santos,Higiene D,5,15.3,76.5
313,2026-07-06,SÃO LEOPOLDO  ,Carlos Souza,Cosmético C,6,89.9,539.4
314,2026-03-14,Porto Alegre - Centro,Carlos Souza,Suplemento E,2,120.0,240.0
315,2026-04-07,Porto Alegre - Zona Sul,Carlos Souza,Medicamento B,10,45.5,455.0
316,2026-04-24,Porto Alegre - Centro,,Cosmético C,6,89.9,539.4
317,2026-02-06,Porto Alegre - Zona Sul,Bruno Carvalho,Higiene D,2,15.3,30.6
